chain_id,arm,chain_idx,round,fact_idx,descriptor,code,position_frac,position_bucket,survived,mutated,mutant_token
B-2,B,2,2,15,build artifact hash prefix,658G5J6W,0.7636,late,0,0,
B-2,B,2,3,0,incident tracking number,C5TXG76Q,0.5827,middle,0,0,
B-2,B,2,3,1,container registry token,5BSM663A,0.4611,middle,0,0,
B-2,B,2,3,2,SSH deploy key label,RC3XZMH6,0.6427,middle,0,0,
B-2,B,2,3,3,session recovery nonce,8JZC8UH6,0.228,early,0,0,
B-2,B,2,3,4,monitoring dashboard UID,DFRYMYBU,0.2867,early,0,0,
B-2,B,2,3,5,nightly cron job identifier,H25223A6,0.8842,late,0,0,
B-2,B,2,3,6,message queue topic suffix,R6GRJEJW,0.524,middle,0,0,
B-2,B,2,3,7,feature flag rollout ID,QHX9HWNR,0.9416,late,0,0,
B-2,B,2,3,8,staging database password,4EKRSGHM,0.4002,middle,0,0,
B-2,B,2,3,9,production API key suffix,64ZFDU3X,0.1138,early,0,0,
B-2,B,2,3,10,rollback release tag,BXJVHAQM,0.0564,early,0,0,
B-2,B,2,3,11,license activation code,RP5U7VJF,0.1677,early,0,0,
B-2,B,2,3,12,TLS certificate serial fragment,T8SVCFB6,0.8259,late,0,0,
B-2,B,2,3,13,deploy ticket reference,ZTGY4WFP,0.702,late,0,0,
B-2,B,2,3,14,webhook signing secret,U4AZGEMK,0.3405,middle,0,0,
B-2,B,2,3,15,build artifact hash prefix,658G5J6W,0.7636,late,0,0,
B-2,B,2,4,0,incident tracking number,C5TXG76Q,0.5827,middle,0,0,
B-2,B,2,4,1,container registry token,5BSM663A,0.4611,middle,0,0,
B-2,B,2,4,2,SSH deploy key label,RC3XZMH6,0.6427,middle,0,0,
B-2,B,2,4,3,session recovery nonce,8JZC8UH6,0.228,early,0,0,
B-2,B,2,4,4,monitoring dashboard UID,DFRYMYBU,0.2867,early,0,0,
B-2,B,2,4,5,nightly cron job identifier,H25223A6,0.8842,late,0,0,
B-2,B,2,4,6,message queue topic suffix,R6GRJEJW,0.524,middle,0,0,
B-2,B,2,4,7,feature flag rollout ID,QHX9HWNR,0.9416,late,0,0,
B-2,B,2,4,8,staging database password,4EKRSGHM,0.4002,middle,0,0,
B-2,B,2,4,9,production API key suffix,64ZFDU3X,0.1138,early,0,0,
B-2,B,2,4,10,rollback release tag,BXJVHAQM,0.0564,early,0,0,
B-2,B,2,4,11,license activation code,RP5U7VJF,0.1677,early,0,0,
B-2,B,2,4,12,TLS certificate serial fragment,T8SVCFB6,0.8259,late,0,0,
B-2,B,2,4,13,deploy ticket reference,ZTGY4WFP,0.702,late,0,0,
B-2,B,2,4,14,webhook signing secret,U4AZGEMK,0.3405,middle,0,0,
B-2,B,2,4,15,build artifact hash prefix,658G5J6W,0.7636,late,0,0,
B-2,B,2,5,0,incident tracking number,C5TXG76Q,0.5827,middle,0,0,
B-2,B,2,5,1,container registry token,5BSM663A,0.4611,middle,0,0,
B-2,B,2,5,2,SSH deploy key label,RC3XZMH6,0.6427,middle,0,0,
B-2,B,2,5,3,session recovery nonce,8JZC8UH6,0.228,early,0,0,
B-2,B,2,5,4,monitoring dashboard UID,DFRYMYBU,0.2867,early,0,0,
B-2,B,2,5,5,nightly cron job identifier,H25223A6,0.8842,late,0,0,
B-2,B,2,5,6,message queue topic suffix,R6GRJEJW,0.524,middle,0,0,
B-2,B,2,5,7,feature flag rollout ID,QHX9HWNR,0.9416,late,0,0,
B-2,B,2,5,8,staging database password,4EKRSGHM,0.4002,middle,0,0,
B-2,B,2,5,9,production API key suffix,64ZFDU3X,0.1138,early,0,0,
B-2,B,2,5,10,rollback release tag,BXJVHAQM,0.0564,early,0,0,
B-2,B,2,5,11,license activation code,RP5U7VJF,0.1677,early,0,0,
B-2,B,2,5,12,TLS certificate serial fragment,T8SVCFB6,0.8259,late,0,0,
B-2,B,2,5,13,deploy ticket reference,ZTGY4WFP,0.702,late,0,0,
B-2,B,2,5,14,webhook signing secret,U4AZGEMK,0.3405,middle,0,0,
B-2,B,2,5,15,build artifact hash prefix,658G5J6W,0.7636,late,0,0,
B-3,B,3,1,0,production API key suffix,Q7KJPHFB,0.0523,early,1,0,
B-3,B,3,1,1,incident tracking number,QYRPCFU4,0.4647,middle,0,0,
B-3,B,3,1,2,SSH deploy key label,E8C5GA5T,0.5251,middle,0,0,
B-3,B,3,1,3,monitoring dashboard UID,V7MEYQYJ,0.937,late,0,0,
B-3,B,3,1,4,nightly cron job identifier,F76UY394,0.1143,early,0,0,
B-3,B,3,1,5,container registry token,3CNSYPKY,0.405,middle,1,0,
B-3,B,3,1,6,build artifact hash prefix,XUUZB5G7,0.7071,late,0,0,
B-3,B,3,1,7,license activation code,7J6PJQJX,0.7665,late,1,0,
B-3,B,3,1,8,staging database password,PE4CWYWY,0.2257,early,1,0,
B-3,B,3,1,9,TLS certificate serial fragment,6YRRHWJN,0.822,late,0,0,
B-3,B,3,1,10,rollback release tag,86RDGGAX,0.2848,early,0,0,
B-3,B,3,1,11,message queue topic suffix,5HBBS363,0.3439,middle,0,0,
B-3,B,3,1,12,S3 backup bucket suffix,42S49WY4,0.1688,early,0,0,
B-3,B,3,1,13,feature flag rollout ID,9FRBX6YW,0.645,middle,0,0,
B-3,B,3,1,14,VPN gateway auth token,YRR7ZJMT,0.5846,middle,1,0,
B-3,B,3,1,15,session recovery nonce,9BRT6YGW,0.8766,late,0,0,
B-3,B,3,2,0,production API key suffix,Q7KJPHFB,0.0523,early,1,0,
B-3,B,3,2,1,incident tracking number,QYRPCFU4,0.4647,middle,0,0,
B-3,B,3,2,2,SSH deploy key label,E8C5GA5T,0.5251,middle,0,0,
B-3,B,3,2,3,monitoring dashboard UID,V7MEYQYJ,0.937,late,0,0,
B-3,B,3,2,4,nightly cron job identifier,F76UY394,0.1143,early,0,0,
B-3,B,3,2,5,container registry token,3CNSYPKY,0.405,middle,1,0,
B-3,B,3,2,6,build artifact hash prefix,XUUZB5G7,0.7071,late,0,0,
B-3,B,3,2,7,license activation code,7J6PJQJX,0.7665,late,1,0,
B-3,B,3,2,8,staging database password,PE4CWYWY,0.2257,early,1,0,
B-3,B,3,2,9,TLS certificate serial fragment,6YRRHWJN,0.822,late,0,0,
B-3,B,3,2,10,rollback release tag,86RDGGAX,0.2848,early,0,0,
B-3,B,3,2,11,message queue topic suffix,5HBBS363,0.3439,middle,0,0,
B-3,B,3,2,12,S3 backup bucket suffix,42S49WY4,0.1688,early,0,0,
B-3,B,3,2,13,feature flag rollout ID,9FRBX6YW,0.645,middle,0,0,
B-3,B,3,2,14,VPN gateway auth token,YRR7ZJMT,0.5846,middle,1,0,
B-3,B,3,2,15,session recovery nonce,9BRT6YGW,0.8766,late,0,0,
B-3,B,3,3,0,production API key suffix,Q7KJPHFB,0.0523,early,0,0,
B-3,B,3,3,1,incident tracking number,QYRPCFU4,0.4647,middle,0,0,
B-3,B,3,3,2,SSH deploy key label,E8C5GA5T,0.5251,middle,0,0,
B-3,B,3,3,3,monitoring dashboard UID,V7MEYQYJ,0.937,late,0,0,
B-3,B,3,3,4,nightly cron job identifier,F76UY394,0.1143,early,0,0,
B-3,B,3,3,5,container registry token,3CNSYPKY,0.405,middle,0,0,
B-3,B,3,3,6,build artifact hash prefix,XUUZB5G7,0.7071,late,0,0,
B-3,B,3,3,7,license activation code,7J6PJQJX,0.7665,late,0,0,
B-3,B,3,3,8,staging database password,PE4CWYWY,0.2257,early,0,0,
B-3,B,3,3,9,TLS certificate serial fragment,6YRRHWJN,0.822,late,0,0,
B-3,B,3,3,10,rollback release tag,86RDGGAX,0.2848,early,0,0,
B-3,B,3,3,11,message queue topic suffix,5HBBS363,0.3439,middle,0,0,
B-3,B,3,3,12,S3 backup bucket suffix,42S49WY4,0.1688,early,0,0,
B-3,B,3,3,13,feature flag rollout ID,9FRBX6YW,0.645,middle,0,0,
B-3,B,3,3,14,VPN gateway auth token,YRR7ZJMT,0.5846,middle,0,0,
B-3,B,3,3,15,session recovery nonce,9BRT6YGW,0.8766,late,0,0,
B-3,B,3,4,0,production API key suffix,Q7KJPHFB,0.0523,early,0,0,
B-3,B,3,4,1,incident tracking number,QYRPCFU4,0.4647,middle,0,0,
B-3,B,3,4,2,SSH deploy key label,E8C5GA5T,0.5251,middle,0,0,
B-3,B,3,4,3,monitoring dashboard UID,V7MEYQYJ,0.937,late,0,0,
B-3,B,3,4,4,nightly cron job identifier,F76UY394,0.1143,early,0,0,
B-3,B,3,4,5,container registry token,3CNSYPKY,0.405,middle,0,0,
B-3,B,3,4,6,build artifact hash prefix,XUUZB5G7,0.7071,late,0,0,
B-3,B,3,4,7,license activation code,7J6PJQJX,0.7665,late,0,0,
B-3,B,3,4,8,staging database password,PE4CWYWY,0.2257,early,0,0,
B-3,B,3,4,9,TLS certificate serial fragment,6YRRHWJN,0.822,late,0,0,
B-3,B,3,4,10,rollback release tag,86RDGGAX,0.2848,early,0,0,
B-3,B,3,4,11,message queue topic suffix,5HBBS363,0.3439,middle,0,0,
B-3,B,3,4,12,S3 backup bucket suffix,42S49WY4,0.1688,early,0,0,
B-3,B,3,4,13,feature flag rollout ID,9FRBX6YW,0.645,middle,0,0,
B-3,B,3,4,14,VPN gateway auth token,YRR7ZJMT,0.5846,middle,0,0,
B-3,B,3,4,15,session recovery nonce,9BRT6YGW,0.8766,late,0,0,
B-3,B,3,5,0,production API key suffix,Q7KJPHFB,0.0523,early,0,0,
B-3,B,3,5,1,incident tracking number,QYRPCFU4,0.4647,middle,0,0,
B-3,B,3,5,2,SSH deploy key label,E8C5GA5T,0.5251,middle,0,0,
B-3,B,3,5,3,monitoring dashboard UID,V7MEYQYJ,0.937,late,0,0,
B-3,B,3,5,4,nightly cron job identifier,F76UY394,0.1143,early,0,0,
B-3,B,3,5,5,container registry token,3CNSYPKY,0.405,middle,0,0,
B-3,B,3,5,6,build artifact hash prefix,XUUZB5G7,0.7071,late,0,0,
B-3,B,3,5,7,license activation code,7J6PJQJX,0.7665,late,0,0,
B-3,B,3,5,8,staging database password,PE4CWYWY,0.2257,early,0,0,
B-3,B,3,5,9,TLS certificate serial fragment,6YRRHWJN,0.822,late,0,0,
B-3,B,3,5,10,rollback release tag,86RDGGAX,0.2848,early,0,0,
B-3,B,3,5,11,message queue topic suffix,5HBBS363,0.3439,middle,0,0,
B-3,B,3,5,12,S3 backup bucket suffix,42S49WY4,0.1688,early,0,0,
B-3,B,3,5,13,feature flag rollout ID,9FRBX6YW,0.645,middle,0,0,
B-3,B,3,5,14,VPN gateway auth token,YRR7ZJMT,0.5846,middle,0,0,
B-3,B,3,5,15,session recovery nonce,9BRT6YGW,0.8766,late,0,0,
B-4,B,4,1,0,staging database password,SFDSZ8ET,0.1126,early,1,0,
B-4,B,4,1,1,rollback release tag,VHW5F9Q4,0.8792,late,0,0,
B-4,B,4,1,2,customer account reference,2Z6SNV6T,0.5817,middle,1,0,
B-4,B,4,1,3,S3 backup bucket suffix,E9KAKZK2,0.6378,middle,0,0,
B-4,B,4,1,4,message queue topic suffix,24BRC24B,0.4024,middle,0,0,
B-4,B,4,1,5,deploy ticket reference,MEZ8Q6EG,0.1727,early,0,0,
B-4,B,4,1,6,incident tracking number,4E3JUER7,0.4625,middle,1,0,
B-4,B,4,1,7,TLS certificate serial fragment,CVBNHYGP,0.3463,middle,0,0,
B-4,B,4,1,8,nightly cron job identifier,8HGYK8N8,0.2281,early,0,0,
B-4,B,4,1,9,container registry token,W6S97JXS,0.522,middle,1,0,
B-4,B,4,1,10,on-call routing key,EWWD4GBS,0.9373,late,0,0,
B-4,B,4,1,11,VPN gateway auth token,5V2QZSW6,0.6999,late,1,0,
B-4,B,4,1,12,feature flag rollout ID,JYAFTVFN,0.2899,early,1,0,
B-4,B,4,1,13,build artifact hash prefix,XMWVSSQ4,0.824,late,0,0,
B-4,B,4,1,14,webhook signing secret,F6CDAAKH,0.7613,late,1,0,
B-4,B,4,1,15,license activation code,PM4GZRG3,0.0522,early,1,0,
B-4,B,4,2,0,staging database password,SFDSZ8ET,0.1126,early,1,0,
B-4,B,4,2,1,rollback release tag,VHW5F9Q4,0.8792,late,0,0,
B-4,B,4,2,2,customer account reference,2Z6SNV6T,0.5817,middle,0,0,
B-4,B,4,2,3,S3 backup bucket suffix,E9KAKZK2,0.6378,middle,0,0,
B-4,B,4,2,4,message queue topic suffix,24BRC24B,0.4024,middle,0,0,
B-4,B,4,2,5,deploy ticket reference,MEZ8Q6EG,0.1727,early,0,0,
B-4,B,4,2,6,incident tracking number,4E3JUER7,0.4625,middle,0,0,
B-4,B,4,2,7,TLS certificate serial fragment,CVBNHYGP,0.3463,middle,0,0,
B-4,B,4,2,8,nightly cron job identifier,8HGYK8N8,0.2281,early,0,0,
B-4,B,4,2,9,container registry token,W6S97JXS,0.522,middle,1,0,
B-4,B,4,2,10,on-call routing key,EWWD4GBS,0.9373,late,0,0,
B-4,B,4,2,11,VPN gateway auth token,5V2QZSW6,0.6999,late,1,0,
B-4,B,4,2,12,feature flag rollout ID,JYAFTVFN,0.2899,early,0,0,
B-4,B,4,2,13,build artifact hash prefix,XMWVSSQ4,0.824,late,0,0,
B-4,B,4,2,14,webhook signing secret,F6CDAAKH,0.7613,late,1,0,
B-4,B,4,2,15,license activation code,PM4GZRG3,0.0522,early,0,0,
B-4,B,4,3,0,staging database password,SFDSZ8ET,0.1126,early,1,0,
B-4,B,4,3,1,rollback release tag,VHW5F9Q4,0.8792,late,0,0,
B-4,B,4,3,2,customer account reference,2Z6SNV6T,0.5817,middle,0,0,
B-4,B,4,3,3,S3 backup bucket suffix,E9KAKZK2,0.6378,middle,0,0,
B-4,B,4,3,4,message queue topic suffix,24BRC24B,0.4024,middle,0,0,
B-4,B,4,3,5,deploy ticket reference,MEZ8Q6EG,0.1727,early,0,0,
B-4,B,4,3,6,incident tracking number,4E3JUER7,0.4625,middle,0,0,
B-4,B,4,3,7,TLS certificate serial fragment,CVBNHYGP,0.3463,middle,0,0,
B-4,B,4,3,8,nightly cron job identifier,8HGYK8N8,0.2281,early,0,0,
B-4,B,4,3,9,container registry token,W6S97JXS,0.522,middle,1,0,
B-4,B,4,3,10,on-call routing key,EWWD4GBS,0.9373,late,0,0,
B-4,B,4,3,11,VPN gateway auth token,5V2QZSW6,0.6999,late,1,0,
B-4,B,4,3,12,feature flag rollout ID,JYAFTVFN,0.2899,early,0,0,
B-4,B,4,3,13,build artifact hash prefix,XMWVSSQ4,0.824,late,0,0,
B-4,B,4,3,14,webhook signing secret,F6CDAAKH,0.7613,late,1,0,
B-4,B,4,3,15,license activation code,PM4GZRG3,0.0522,early,0,0,
B-4,B,4,4,0,staging database password,SFDSZ8ET,0.1126,early,0,0,
B-4,B,4,4,1,rollback release tag,VHW5F9Q4,0.8792,late,0,0,
B-4,B,4,4,2,customer account reference,2Z6SNV6T,0.5817,middle,0,0,
B-4,B,4,4,3,S3 backup bucket suffix,E9KAKZK2,0.6378,middle,0,0,
B-4,B,4,4,4,message queue topic suffix,24BRC24B,0.4024,middle,0,0,
B-4,B,4,4,5,deploy ticket reference,MEZ8Q6EG,0.1727,early,0,0,
B-4,B,4,4,6,incident tracking number,4E3JUER7,0.4625,middle,0,0,
B-4,B,4,4,7,TLS certificate serial fragment,CVBNHYGP,0.3463,middle,0,0,
B-4,B,4,4,8,nightly cron job identifier,8HGYK8N8,0.2281,early,0,0,
B-4,B,4,4,9,container registry token,W6S97JXS,0.522,middle,0,0,
B-4,B,4,4,10,on-call routing key,EWWD4GBS,0.9373,late,0,0,
B-4,B,4,4,11,VPN gateway auth token,5V2QZSW6,0.6999,late,0,0,
B-4,B,4,4,12,feature flag rollout ID,JYAFTVFN,0.2899,early,0,0,
B-4,B,4,4,13,build artifact hash prefix,XMWVSSQ4,0.824,late,0,0,
B-4,B,4,4,14,webhook signing secret,F6CDAAKH,0.7613,late,0,0,
B-4,B,4,4,15,license activation code,PM4GZRG3,0.0522,early,0,0,
B-4,B,4,5,0,staging database password,SFDSZ8ET,0.1126,early,0,0,
B-4,B,4,5,1,rollback release tag,VHW5F9Q4,0.8792,late,0,0,
B-4,B,4,5,2,customer account reference,2Z6SNV6T,0.5817,middle,0,0,
B-4,B,4,5,3,S3 backup bucket suffix,E9KAKZK2,0.6378,middle,0,0,
B-4,B,4,5,4,message queue topic suffix,24BRC24B,0.4024,middle,0,0,
B-4,B,4,5,5,deploy ticket reference,MEZ8Q6EG,0.1727,early,0,0,
B-4,B,4,5,6,incident tracking number,4E3JUER7,0.4625,middle,0,0,
B-4,B,4,5,7,TLS certificate serial fragment,CVBNHYGP,0.3463,middle,0,0,
B-4,B,4,5,8,nightly cron job identifier,8HGYK8N8,0.2281,early,0,0,
B-4,B,4,5,9,container registry token,W6S97JXS,0.522,middle,0,0,
B-4,B,4,5,10,on-call routing key,EWWD4GBS,0.9373,late,0,0,
B-4,B,4,5,11,VPN gateway auth token,5V2QZSW6,0.6999,late,0,0,
B-4,B,4,5,12,feature flag rollout ID,JYAFTVFN,0.2899,early,0,0,
B-4,B,4,5,13,build artifact hash prefix,XMWVSSQ4,0.824,late,0,0,
B-4,B,4,5,14,webhook signing secret,F6CDAAKH,0.7613,late,0,0,
B-4,B,4,5,15,license activation code,PM4GZRG3,0.0522,early,0,0,
B-5,B,5,1,0,build artifact hash prefix,9KDTFM7E,0.8271,late,1,0,
B-5,B,5,1,1,VPN gateway auth token,QFNSWMY6,0.7668,late,1,0,
B-5,B,5,1,2,TLS certificate serial fragment,VVSYRUBB,0.4126,middle,1,0,
B-5,B,5,1,3,customer account reference,2WM5G7KY,0.29,early,1,0,
B-5,B,5,1,4,rollback release tag,5ARC433M,0.881,late,1,0,
B-5,B,5,1,5,incident tracking number,954Y5RNF,0.1181,early,1,0,
B-5,B,5,1,6,production API key suffix,XST64RYF,0.3516,middle,1,0,
B-5,B,5,1,7,on-call routing key,H7YJ4H8D,0.4735,middle,1,0,
B-5,B,5,1,8,container registry token,UP8ZG2KU,0.0584,early,1,0,
B-5,B,5,1,9,license activation code,Y3YHEUAT,0.1729,early,1,0,
B-5,B,5,1,10,SSH deploy key label,XTNHAQPF,0.6538,middle,1,0,
B-5,B,5,1,11,webhook signing secret,ZWDF45AW,0.7074,late,1,0,
B-5,B,5,1,12,nightly cron job identifier,4U9STJZ5,0.9419,late,1,0,
B-5,B,5,1,13,feature flag rollout ID,CFRWN4DP,0.5916,middle,1,0,
B-5,B,5,1,14,deploy ticket reference,MCSPMXHC,0.2303,early,1,0,
B-5,B,5,1,15,session recovery nonce,FEG9SP9P,0.5306,middle,1,0,
B-5,B,5,2,0,build artifact hash prefix,9KDTFM7E,0.8271,late,0,0,
B-5,B,5,2,1,VPN gateway auth token,QFNSWMY6,0.7668,late,0,0,
B-5,B,5,2,2,TLS certificate serial fragment,VVSYRUBB,0.4126,middle,0,0,
B-5,B,5,2,3,customer account reference,2WM5G7KY,0.29,early,0,0,
B-5,B,5,2,4,rollback release tag,5ARC433M,0.881,late,0,0,
B-5,B,5,2,5,incident tracking number,954Y5RNF,0.1181,early,0,0,
B-5,B,5,2,6,production API key suffix,XST64RYF,0.3516,middle,0,0,
B-5,B,5,2,7,on-call routing key,H7YJ4H8D,0.4735,middle,0,0,
B-5,B,5,2,8,container registry token,UP8ZG2KU,0.0584,early,0,0,
B-5,B,5,2,9,license activation code,Y3YHEUAT,0.1729,early,0,0,
B-5,B,5,2,10,SSH deploy key label,XTNHAQPF,0.6538,middle,0,0,
B-5,B,5,2,11,webhook signing secret,ZWDF45AW,0.7074,late,0,0,
B-5,B,5,2,12,nightly cron job identifier,4U9STJZ5,0.9419,late,0,0,
B-5,B,5,2,13,feature flag rollout ID,CFRWN4DP,0.5916,middle,0,0,
B-5,B,5,2,14,deploy ticket reference,MCSPMXHC,0.2303,early,0,0,
B-5,B,5,2,15,session recovery nonce,FEG9SP9P,0.5306,middle,0,0,
B-5,B,5,3,0,build artifact hash prefix,9KDTFM7E,0.8271,late,0,0,
B-5,B,5,3,1,VPN gateway auth token,QFNSWMY6,0.7668,late,0,0,
B-5,B,5,3,2,TLS certificate serial fragment,VVSYRUBB,0.4126,middle,0,0,
B-5,B,5,3,3,customer account reference,2WM5G7KY,0.29,early,0,0,
B-5,B,5,3,4,rollback release tag,5ARC433M,0.881,late,0,0,
B-5,B,5,3,5,incident tracking number,954Y5RNF,0.1181,early,0,0,
B-5,B,5,3,6,production API key suffix,XST64RYF,0.3516,middle,0,0,
B-5,B,5,3,7,on-call routing key,H7YJ4H8D,0.4735,middle,0,0,
B-5,B,5,3,8,container registry token,UP8ZG2KU,0.0584,early,0,0,
B-5,B,5,3,9,license activation code,Y3YHEUAT,0.1729,early,0,0,
B-5,B,5,3,10,SSH deploy key label,XTNHAQPF,0.6538,middle,0,0,
B-5,B,5,3,11,webhook signing secret,ZWDF45AW,0.7074,late,0,0,
B-5,B,5,3,12,nightly cron job identifier,4U9STJZ5,0.9419,late,0,0,
B-5,B,5,3,13,feature flag rollout ID,CFRWN4DP,0.5916,middle,0,0,
B-5,B,5,3,14,deploy ticket reference,MCSPMXHC,0.2303,early,0,0,
B-5,B,5,3,15,session recovery nonce,FEG9SP9P,0.5306,middle,0,0,
B-5,B,5,4,0,build artifact hash prefix,9KDTFM7E,0.8271,late,0,0,
B-5,B,5,4,1,VPN gateway auth token,QFNSWMY6,0.7668,late,0,0,
B-5,B,5,4,2,TLS certificate serial fragment,VVSYRUBB,0.4126,middle,0,0,
B-5,B,5,4,3,customer account reference,2WM5G7KY,0.29,early,0,0,
B-5,B,5,4,4,rollback release tag,5ARC433M,0.881,late,0,0,
B-5,B,5,4,5,incident tracking number,954Y5RNF,0.1181,early,0,0,
B-5,B,5,4,6,production API key suffix,XST64RYF,0.3516,middle,0,0,
B-5,B,5,4,7,on-call routing key,H7YJ4H8D,0.4735,middle,0,0,
B-5,B,5,4,8,container registry token,UP8ZG2KU,0.0584,early,0,0,
B-5,B,5,4,9,license activation code,Y3YHEUAT,0.1729,early,0,0,
B-5,B,5,4,10,SSH deploy key label,XTNHAQPF,0.6538,middle,0,0,
B-5,B,5,4,11,webhook signing secret,ZWDF45AW,0.7074,late,0,0,
B-5,B,5,4,12,nightly cron job identifier,4U9STJZ5,0.9419,late,0,0,
B-5,B,5,4,13,feature flag rollout ID,CFRWN4DP,0.5916,middle,0,0,
B-5,B,5,4,14,deploy ticket reference,MCSPMXHC,0.2303,early,0,0,
B-5,B,5,4,15,session recovery nonce,FEG9SP9P,0.5306,middle,0,0,
B-5,B,5,5,0,build artifact hash prefix,9KDTFM7E,0.8271,late,0,0,
B-5,B,5,5,1,VPN gateway auth token,QFNSWMY6,0.7668,late,0,0,
B-5,B,5,5,2,TLS certificate serial fragment,VVSYRUBB,0.4126,middle,0,0,
B-5,B,5,5,3,customer account reference,2WM5G7KY,0.29,early,0,0,
B-5,B,5,5,4,rollback release tag,5ARC433M,0.881,late,0,0,
B-5,B,5,5,5,incident tracking number,954Y5RNF,0.1181,early,0,0,
B-5,B,5,5,6,production API key suffix,XST64RYF,0.3516,middle,0,0,
B-5,B,5,5,7,on-call routing key,H7YJ4H8D,0.4735,middle,0,0,
B-5,B,5,5,8,container registry token,UP8ZG2KU,0.0584,early,0,0,
B-5,B,5,5,9,license activation code,Y3YHEUAT,0.1729,early,0,0,
B-5,B,5,5,10,SSH deploy key label,XTNHAQPF,0.6538,middle,0,0,
B-5,B,5,5,11,webhook signing secret,ZWDF45AW,0.7074,late,0,0,
B-5,B,5,5,12,nightly cron job identifier,4U9STJZ5,0.9419,late,0,0,
B-5,B,5,5,13,feature flag rollout ID,CFRWN4DP,0.5916,middle,0,0,
B-5,B,5,5,14,deploy ticket reference,MCSPMXHC,0.2303,early,0,0,
B-5,B,5,5,15,session recovery nonce,FEG9SP9P,0.5306,middle,0,0,
C-0,C,0,1,0,license activation code,NHWWTGAJ,0.2866,early,1,0,
C-0,C,0,1,1,TLS certificate serial fragment,2H4389QQ,0.1691,early,1,0,
C-0,C,0,1,2,build artifact hash prefix,CKSQBVDT,0.0512,early,1,0,
C-0,C,0,1,3,customer account reference,RX2R33X7,0.7567,late,1,0,
C-0,C,0,1,4,incident tracking number,GCDRHARC,0.2315,early,1,0,
C-0,C,0,1,5,webhook signing secret,S6ZD3FE2,0.6471,middle,1,0,
C-0,C,0,1,6,message queue topic suffix,AR586HHA,0.5286,middle,1,0,
C-0,C,0,1,7,session recovery nonce,26V3GJFM,0.9386,late,1,0,
C-0,C,0,1,8,rollback release tag,9KF3F68C,0.4737,middle,1,0,
C-0,C,0,1,9,staging database password,AQ2MKQUS,0.7016,late,1,0,
C-0,C,0,1,10,production API key suffix,PZD8GFFU,0.1129,early,1,0,
C-0,C,0,1,11,container registry token,PRVCYV6V,0.5903,middle,1,0,
C-0,C,0,1,12,on-call routing key,YFNMHTU2,0.8181,late,1,0,
C-0,C,0,1,13,deploy ticket reference,7QXB2286,0.3503,middle,1,0,
C-0,C,0,1,14,monitoring dashboard UID,Q4VQ3W6E,0.4107,middle,1,0,
C-0,C,0,1,15,nightly cron job identifier,S428ZGC5,0.8792,late,1,0,
C-0,C,0,2,0,license activation code,NHWWTGAJ,0.2866,early,1,0,
C-0,C,0,2,1,TLS certificate serial fragment,2H4389QQ,0.1691,early,1,0,
C-0,C,0,2,2,build artifact hash prefix,CKSQBVDT,0.0512,early,1,0,
C-0,C,0,2,3,customer account reference,RX2R33X7,0.7567,late,1,0,
C-0,C,0,2,4,incident tracking number,GCDRHARC,0.2315,early,1,0,
C-0,C,0,2,5,webhook signing secret,S6ZD3FE2,0.6471,middle,1,0,
C-0,C,0,2,6,message queue topic suffix,AR586HHA,0.5286,middle,1,0,
C-0,C,0,2,7,session recovery nonce,26V3GJFM,0.9386,late,1,0,
C-0,C,0,2,8,rollback release tag,9KF3F68C,0.4737,middle,1,0,
C-0,C,0,2,9,staging database password,AQ2MKQUS,0.7016,late,1,0,
C-0,C,0,2,10,production API key suffix,PZD8GFFU,0.1129,early,1,0,
C-0,C,0,2,11,container registry token,PRVCYV6V,0.5903,middle,1,0,
C-0,C,0,2,12,on-call routing key,YFNMHTU2,0.8181,late,1,0,
C-0,C,0,2,13,deploy ticket reference,7QXB2286,0.3503,middle,1,0,
C-0,C,0,2,14,monitoring dashboard UID,Q4VQ3W6E,0.4107,middle,1,0,
C-0,C,0,2,15,nightly cron job identifier,S428ZGC5,0.8792,late,1,0,
C-0,C,0,3,0,license activation code,NHWWTGAJ,0.2866,early,1,0,
C-0,C,0,3,1,TLS certificate serial fragment,2H4389QQ,0.1691,early,1,0,
C-0,C,0,3,2,build artifact hash prefix,CKSQBVDT,0.0512,early,1,0,
C-0,C,0,3,3,customer account reference,RX2R33X7,0.7567,late,1,0,
C-0,C,0,3,4,incident tracking number,GCDRHARC,0.2315,early,1,0,
C-0,C,0,3,5,webhook signing secret,S6ZD3FE2,0.6471,middle,1,0,
C-0,C,0,3,6,message queue topic suffix,AR586HHA,0.5286,middle,1,0,
C-0,C,0,3,7,session recovery nonce,26V3GJFM,0.9386,late,1,0,
C-0,C,0,3,8,rollback release tag,9KF3F68C,0.4737,middle,1,0,
C-0,C,0,3,9,staging database password,AQ2MKQUS,0.7016,late,1,0,
C-0,C,0,3,10,production API key suffix,PZD8GFFU,0.1129,early,1,0,
C-0,C,0,3,11,container registry token,PRVCYV6V,0.5903,middle,1,0,
C-0,C,0,3,12,on-call routing key,YFNMHTU2,0.8181,late,1,0,
C-0,C,0,3,13,deploy ticket reference,7QXB2286,0.3503,middle,1,0,
C-0,C,0,3,14,monitoring dashboard UID,Q4VQ3W6E,0.4107,middle,1,0,
C-0,C,0,3,15,nightly cron job identifier,S428ZGC5,0.8792,late,1,0,
